RM1,RM2,RT1,RT2,T
28904.8,9937.96,29603,10000,10.397
28905.4,9938.03,29602.8,10000,10.3972
28905.9,9938.09,29602.6,10000,10.3974
28906.5,9938.16,29602.4,10000,10.3976
28907,9938.23,29602.2,10000,10.3978
28907.6,9938.3,29602,10000,10.398
28908.1,9938.36,29601.8,10000,10.3982
28908.7,9938.43,29601.6,10000,10.3984
28909.2,9938.5,29601.4,10000,10.3986
28909.8,9938.56,29601.2,10000,10.3988
28910.3,9938.63,29601,10000,10.399
28910.9,9938.7,29600.8,10000,10.3992
28911.4,9938.76,29600.6,10000,10.3994
28912,9938.83,29600.4,10000,10.3996
28912.6,9938.9,29600.2,10000,10.3998
28913.1,9938.97,29600,10000,10.4
28913.7,9939.03,29599.8,10000,10.4002
28914.2,9939.1,29599.6,10000,10.4004
28914.8,9939.17,29599.4,10000,10.4006
28915.3,9939.23,29599.2,10000,10.4008
28915.9,9939.3,29599,10000,10.401
28916.4,9939.37,29598.8,10000,10.4012
28917,9939.44,29598.6,10000,10.4014
28917.5,9939.5,29598.4,10000,10.4016
28918.1,9939.57,29598.2,10000,10.4018
28918.6,9939.64,29598,10000,10.402
28919.2,9939.7,29597.8,10000,10.4022
28919.7,9939.77,29597.6,10000,10.4024
28920.3,9939.84,29597.4,10000,10.4026
28920.8,9939.9,29597.2,10000,10.4028
28921.4,9939.97,29597,10000,10.403
28921.9,9940.04,29596.8,10000,10.4032
28922.5,9940.11,29596.6,10000,10.4034
28923,9940.17,29596.4,10000,10.4036
28923.6,9940.24,29596.2,10000,10.4038
28924.1,9940.31,29596,10000,10.404
28924.7,9940.37,29595.8,10000,10.4042
28925.2,9940.44,29595.6,10000,10.4044
28925.8,9940.51,29595.4,10000,10.4046
28926.3,9940.58,29595.2,10000,10.4048
28926.9,9940.64,29595,10000,10.405
28927.4,9940.71,29594.8,10000,10.4052
28928,9940.78,29594.6,10000,10.4054
28928.5,9940.84,29594.4,10000,10.4056
28929.1,9940.91,29594.2,10000,10.4058
28929.7,9940.98,29594,10000,10.406
28930.2,9941.04,29593.8,10000,10.4062
28930.8,9941.11,29593.6,10000,10.4064
28931.3,9941.18,29593.4,10000,10.4066
28931.9,9941.25,29593.2,10000,10.4068
28932.4,9941.31,29593,10000,10.407
28933,9941.38,29592.8,10000,10.4072
28933.5,9941.45,29592.6,10000,10.4074
28934.1,9941.51,29592.4,10000,10.4076
28934.6,9941.58,29592.2,10000,10.4078
28935.2,9941.65,29592,10000,10.408
28935.7,9941.71,29591.8,10000,10.4082
28936.3,9941.78,29591.6,10000,10.4084
28936.8,9941.85,29591.4,10000,10.4086
28937.4,9941.92,29591.2,10000,10.4088
28937.9,9941.98,29591,10000,10.409
28938.5,9942.05,29590.8,10000,10.4092
28939,9942.12,29590.6,10000,10.4094
28939.6,9942.18,29590.4,10000,10.4096
28940.1,9942.25,29590.2,10000,10.4098
28940.7,9942.32,29590,10000,10.41
28941.2,9942.39,29589.8,10000,10.4102
28941.8,9942.45,29589.6,10000,10.4104
28942.3,9942.52,29589.4,10000,10.4106
28942.9,9942.59,29589.2,10000,10.4108
28943.4,9942.65,29589,10000,10.411
28944,9942.72,29588.8,10000,10.4112
28944.5,9942.79,29588.6,10000,10.4114
28945.1,9942.85,29588.4,10000,10.4116
28945.6,9942.92,29588.2,10000,10.4118
28946.2,9942.99,29588,10000,10.412
28946.8,9943.06,29587.8,10000,10.4122
28947.3,9943.12,29587.6,10000,10.4124
28947.9,9943.19,29587.4,10000,10.4126
28948.4,9943.26,29587.2,10000,10.4128
28949,9943.32,29587,10000,10.413
28949.5,9943.39,29586.8,10000,10.4132
28950.1,9943.46,29586.6,10000,10.4134
28950.6,9943.52,29586.4,10000,10.4136
28951.2,9943.59,29586.2,10000,10.4138
28951.7,9943.66,29586,10000,10.414
28952.3,9943.73,29585.8,10000,10.4142
28952.8,9943.79,29585.6,10000,10.4144
28953.4,9943.86,29585.4,10000,10.4146
28953.9,9943.93,29585.2,10000,10.4148
28954.5,9943.99,29585,10000,10.415
28955,9944.06,29584.8,10000,10.4152
28955.6,9944.13,29584.6,10000,10.4154
28956.1,9944.19,29584.4,10000,10.4156
28956.7,9944.26,29584.2,10000,10.4158
28957.2,9944.33,29584,10000,10.416
28957.8,9944.4,29583.8,10000,10.4162
28958.3,9944.46,29583.6,10000,10.4164
28958.9,9944.53,29583.4,10000,10.4166
28959.4,9944.6,29583.2,10000,10.4168
28960,9944.66,29583,10000,10.417
28960.5,9944.73,29582.8,10000,10.4172
28961.1,9944.8,29582.6,10000,10.4174
28961.6,9944.86,29582.4,10000,10.4176
28962.2,9944.93,29582.2,10000,10.4178
28962.8,9945,29582,10000,10.418
28963.3,9945.06,29581.8,10000,10.4182
28963.9,9945.13,29581.6,10000,10.4184
28964.4,9945.2,29581.4,10000,10.4186
28965,9945.27,29581.2,10000,10.4188
28965.5,9945.33,29581,10000,10.419
28966.1,9945.4,29580.8,10000,10.4192
28966.6,9945.47,29580.6,10000,10.4194
28967.2,9945.53,29580.4,10000,10.4196
28967.7,9945.6,29580.2,10000,10.4198
28968.3,9945.67,29580,10000,10.42
28968.8,9945.73,29579.8,10000,10.4202
28969.4,9945.8,29579.6,10000,10.4204
28969.9,9945.87,29579.4,10000,10.4206
28970.5,9945.94,29579.2,10000,10.4208
28971,9946,29579,10000,10.421
28971.6,9946.07,29578.8,10000,10.4212
28972.1,9946.14,29578.6,10000,10.4214
28972.7,9946.2,29578.4,10000,10.4216
28973.2,9946.27,29578.2,10000,10.4218
28973.8,9946.34,29578,10000,10.422
28974.3,9946.4,29577.8,10000,10.4222
28974.9,9946.47,29577.6,10000,10.4224
28975.4,9946.54,29577.4,10000,10.4226
28976,9946.61,29577.2,10000,10.4228
28976.5,9946.67,29577,10000,10.423
28977.1,9946.74,29576.8,10000,10.4232
28977.6,9946.81,29576.6,10000,10.4234
28978.2,9946.87,29576.4,10000,10.4236
28978.7,9946.94,29576.2,10000,10.4238
28979.3,9947.01,29576,10000,10.424
28979.9,9947.07,29575.8,10000,10.4242
28980.4,9947.14,29575.6,10000,10.4244
28981,9947.21,29575.4,10000,10.4246
28981.5,9947.27,29575.2,10000,10.4248
28982.1,9947.34,29575,10000,10.425
28982.6,9947.41,29574.8,10000,10.4252
28983.2,9947.48,29574.6,10000,10.4254
28983.7,9947.54,29574.4,10000,10.4256
28984.3,9947.61,29574.2,10000,10.4258
28984.8,9947.68,29574,10000,10.426
28985.4,9947.74,29573.8,10000,10.4262
28985.9,9947.81,29573.6,10000,10.4264
28986.5,9947.88,29573.4,10000,10.4266
28987,9947.94,29573.2,10000,10.4268
28987.6,9948.01,29573,10000,10.427
28988.1,9948.08,29572.8,10000,10.4272
28988.7,9948.14,29572.6,10000,10.4274
28989.2,9948.21,29572.4,10000,10.4276
28989.8,9948.28,29572.2,10000,10.4278
28990.3,9948.35,29572,10000,10.428
28990.9,9948.41,29571.8,10000,10.4282
28991.4,9948.48,29571.6,10000,10.4284
28992,9948.55,29571.4,10000,10.4286
28992.5,9948.61,29571.2,10000,10.4288
28993.1,9948.68,29571,10000,10.429
28993.6,9948.75,29570.8,10000,10.4292
28994.2,9948.81,29570.6,10000,10.4294
28994.7,9948.88,29570.4,10000,10.4296
28995.3,9948.95,29570.2,10000,10.4298
28995.9,9949.01,29570,10000,10.43
28996.4,9949.08,29569.8,10000,10.4302
28997,9949.15,29569.6,10000,10.4304
28997.5,9949.22,29569.4,10000,10.4306
28998.1,9949.28,29569.2,10000,10.4308
28998.6,9949.35,29569,10000,10.431
28999.2,9949.42,29568.8,10000,10.4312
28999.7,9949.48,29568.6,10000,10.4314
29000.3,9949.55,29568.4,10000,10.4316
29000.8,9949.62,29568.2,10000,10.4318
29001.4,9949.68,29568,10000,10.432
29001.9,9949.75,29567.8,10000,10.4322
29002.5,9949.82,29567.6,10000,10.4324
29003,9949.88,29567.4,10000,10.4326
29003.6,9949.95,29567.2,10000,10.4328
29004.1,9950.02,29567,10000,10.433
29004.7,9950.09,29566.8,10000,10.4332
29005.2,9950.15,29566.6,10000,10.4334
29005.8,9950.22,29566.4,10000,10.4336
29006.3,9950.29,29566.2,10000,10.4338
29006.9,9950.35,29566,10000,10.434
29007.4,9950.42,29565.8,10000,10.4342
29008,9950.49,29565.6,10000,10.4344
29008.5,9950.55,29565.4,10000,10.4346
29009.1,9950.62,29565.2,10000,10.4348
29009.6,9950.69,29565,10000,10.435
29010.2,9950.75,29564.8,10000,10.4352
29010.7,9950.82,29564.6,10000,10.4354
29011.3,9950.89,29564.4,10000,10.4356
29011.8,9950.96,29564.2,10000,10.4358
29012.4,9951.02,29564,10000,10.436
29013,9951.09,29563.8,10000,10.4362
29013.5,9951.16,29563.6,10000,10.4364
29014.1,9951.22,29563.4,10000,10.4366
29014.6,9951.29,29563.2,10000,10.4368
29015.2,9951.36,29563,10000,10.437
29015.7,9951.42,29562.8,10000,10.4372
29016.3,9951.49,29562.6,10000,10.4374
29016.8,9951.56,29562.4,10000,10.4376
29017.4,9951.62,29562.2,10000,10.4378
29017.9,9951.69,29562,10000,10.438
29018.5,9951.76,29561.8,10000,10.4382
29019,9951.83,29561.6,10000,10.4384
29019.6,9951.89,29561.4,10000,10.4386
29020.1,9951.96,29561.2,10000,10.4388
29020.7,9952.03,29561,10000,10.439
29021.2,9952.09,29560.8,10000,10.4392
29021.8,9952.16,29560.6,10000,10.4394
29022.3,9952.23,29560.4,10000,10.4396
29022.9,9952.29,29560.2,10000,10.4398
29023.4,9952.36,29560,10000,10.44
29024,9952.43,29559.8,10000,10.4402
29024.5,9952.49,29559.6,10000,10.4404
29025.1,9952.56,29559.4,10000,10.4406
29025.6,9952.63,29559.2,10000,10.4408
29026.2,9952.69,29559,10000,10.441
29026.7,9952.76,29558.8,10000,10.4412
29027.3,9952.83,29558.6,10000,10.4414
29027.8,9952.9,29558.4,10000,10.4416
29028.4,9952.96,29558.2,10000,10.4418
29029,9953.03,29558,10000,10.442
29029.5,9953.1,29557.8,10000,10.4422
29030.1,9953.16,29557.6,10000,10.4424
29030.6,9953.23,29557.4,10000,10.4426
29031.2,9953.3,29557.2,10000,10.4428
29031.7,9953.36,29557,10000,10.443
29032.3,9953.43,29556.8,10000,10.4432
29032.8,9953.5,29556.6,10000,10.4434
29033.4,9953.56,29556.4,10000,10.4436
29033.9,9953.63,29556.2,10000,10.4438
29034.5,9953.7,29556,10000,10.444
29035,9953.76,29555.8,10000,10.4442
29035.6,9953.83,29555.6,10000,10.4444
29036.1,9953.9,29555.4,10000,10.4446
29036.7,9953.97,29555.2,10000,10.4448
29037.2,9954.03,29555,10000,10.445
29037.8,9954.1,29554.8,10000,10.4452
29038.3,9954.17,29554.6,10000,10.4454
29038.9,9954.23,29554.4,10000,10.4456
29039.4,9954.3,29554.2,10000,10.4458
29040,9954.37,29554,10000,10.446
29040.5,9954.43,29553.8,10000,10.4462
29041.1,9954.5,29553.6,10000,10.4464
29041.6,9954.57,29553.4,10000,10.4466
29042.2,9954.63,29553.2,10000,10.4468
29042.7,9954.7,29553,10000,10.447
29043.3,9954.77,29552.8,10000,10.4472
29043.8,9954.83,29552.6,10000,10.4474
29044.4,9954.9,29552.4,10000,10.4476
29044.9,9954.97,29552.2,10000,10.4478
29045.5,9955.04,29552,10000,10.448
29046.1,9955.1,29551.8,10000,10.4482
29046.6,9955.17,29551.6,10000,10.4484
29047.2,9955.24,29551.4,10000,10.4486
29047.7,9955.3,29551.2,10000,10.4488
29048.3,9955.37,29551,10000,10.449
29048.8,9955.44,29550.8,10000,10.4492
29049.4,9955.5,29550.6,10000,10.4494
29049.9,9955.57,29550.4,10000,10.4496
29050.5,9955.64,29550.2,10000,10.4498
29051,9955.7,29550,10000,10.45
29051.6,9955.77,29549.8,10000,10.4502
29052.1,9955.84,29549.6,10000,10.4504
29052.7,9955.9,29549.4,10000,10.4506
29053.2,9955.97,29549.2,10000,10.4508
29053.8,9956.04,29549,10000,10.451
29054.3,9956.1,29548.8,10000,10.4512
29054.9,9956.17,29548.6,10000,10.4514
29055.4,9956.24,29548.4,10000,10.4516
29056,9956.31,29548.2,10000,10.4518
29056.5,9956.37,29548,10000,10.452
29057.1,9956.44,29547.8,10000,10.4522
29057.6,9956.51,29547.6,10000,10.4524
29058.2,9956.57,29547.4,10000,10.4526
29058.7,9956.64,29547.2,10000,10.4528
29059.3,9956.71,29547,10000,10.453
29059.8,9956.77,29546.8,10000,10.4532
29060.4,9956.84,29546.6,10000,10.4534
29060.9,9956.91,29546.4,10000,10.4536
29061.5,9956.97,29546.2,10000,10.4538
29062.1,9957.04,29546,10000,10.454
29062.6,9957.11,29545.8,10000,10.4542
29063.2,9957.17,29545.6,10000,10.4544
29063.7,9957.24,29545.4,10000,10.4546
29064.3,9957.31,29545.2,10000,10.4548
29064.8,9957.37,29545,10000,10.455
29065.4,9957.44,29544.8,10000,10.4552
29065.9,9957.51,29544.6,10000,10.4554
29066.5,9957.58,29544.4,10000,10.4556
29067,9957.64,29544.2,10000,10.4558
29067.6,9957.71,29544,10000,10.456
29068.1,9957.78,29543.8,10000,10.4562
29068.7,9957.84,29543.6,10000,10.4564
29069.2,9957.91,29543.4,10000,10.4566
29069.8,9957.98,29543.2,10000,10.4568
29070.3,9958.04,29543,10000,10.457
29070.9,9958.11,29542.8,10000,10.4572
29071.4,9958.18,29542.6,10000,10.4574
29072,9958.24,29542.4,10000,10.4576
29072.5,9958.31,29542.2,10000,10.4578
29073.1,9958.38,29542,10000,10.458
29073.6,9958.44,29541.8,10000,10.4582
29074.2,9958.51,29541.6,10000,10.4584
29074.7,9958.58,29541.4,10000,10.4586
29075.3,9958.64,29541.2,10000,10.4588
29075.8,9958.71,29541,10000,10.459
29076.4,9958.78,29540.8,10000,10.4592
29076.9,9958.85,29540.6,10000,10.4594
29077.5,9958.91,29540.4,10000,10.4596
29078.1,9958.98,29540.2,10000,10.4598
29078.6,9959.05,29540,10000,10.46
29079.2,9959.11,29539.8,10000,10.4602
29079.7,9959.18,29539.6,10000,10.4604
29080.3,9959.25,29539.4,10000,10.4606
29080.8,9959.31,29539.2,10000,10.4608
29081.4,9959.38,29539,10000,10.461
29081.9,9959.45,29538.8,10000,10.4612
29082.5,9959.51,29538.6,10000,10.4614
29083,9959.58,29538.4,10000,10.4616
29083.6,9959.65,29538.2,10000,10.4618
29084.1,9959.71,29538,10000,10.462
29084.7,9959.78,29537.8,10000,10.4622
29085.2,9959.85,29537.6,10000,10.4624
29085.8,9959.91,29537.4,10000,10.4626
29086.3,9959.98,29537.2,10000,10.4628
29086.9,9960.05,29537,10000,10.463
29087.4,9960.12,29536.8,10000,10.4632
29088,9960.18,29536.6,10000,10.4634
29088.5,9960.25,29536.4,10000,10.4636
29089.1,9960.32,29536.2,10000,10.4638
29089.6,9960.38,29536,10000,10.464
29090.2,9960.45,29535.8,10000,10.4642
29090.7,9960.52,29535.6,10000,10.4644
29091.3,9960.58,29535.4,10000,10.4646
29091.8,9960.65,29535.2,10000,10.4648
29092.4,9960.72,29535,10000,10.465
29092.9,9960.78,29534.8,10000,10.4652
29093.5,9960.85,29534.6,10000,10.4654
29094,9960.92,29534.4,10000,10.4656
29094.6,9960.98,29534.2,10000,10.4658
29095.2,9961.05,29534,10000,10.466
29095.7,9961.12,29533.8,10000,10.4662
29096.3,9961.18,29533.6,10000,10.4664
29096.8,9961.25,29533.4,10000,10.4666
29097.4,9961.32,29533.2,10000,10.4668
29097.9,9961.38,29533,10000,10.467
29098.5,9961.45,29532.8,10000,10.4672
29099,9961.52,29532.6,10000,10.4674
29099.6,9961.58,29532.4,10000,10.4676
29100.1,9961.65,29532.2,10000,10.4678
29100.7,9961.72,29532,10000,10.468
29101.2,9961.79,29531.8,10000,10.4682
29101.8,9961.85,29531.6,10000,10.4684
29102.3,9961.92,29531.4,10000,10.4686
29102.9,9961.99,29531.2,10000,10.4688
29103.4,9962.05,29531,10000,10.469
29104,9962.12,29530.8,10000,10.4692
29104.5,9962.19,29530.6,10000,10.4694
29105.1,9962.25,29530.4,10000,10.4696
29105.6,9962.32,29530.2,10000,10.4698
29106.2,9962.39,29530,10000,10.47
29106.7,9962.45,29529.8,10000,10.4702
29107.3,9962.52,29529.6,10000,10.4704
29107.8,9962.59,29529.4,10000,10.4706
29108.4,9962.65,29529.2,10000,10.4708
29108.9,9962.72,29529,10000,10.471
29109.5,9962.79,29528.8,10000,10.4712
29110,9962.85,29528.6,10000,10.4714
29110.6,9962.92,29528.4,10000,10.4716
29111.2,9962.99,29528.2,10000,10.4718
29111.7,9963.05,29528,10000,10.472
29112.3,9963.12,29527.8,10000,10.4722
29112.8,9963.19,29527.6,10000,10.4724
29113.4,9963.26,29527.4,10000,10.4726
29113.9,9963.32,29527.2,10000,10.4728
29114.5,9963.39,29527,10000,10.473
29115,9963.46,29526.8,10000,10.4732
29115.6,9963.52,29526.6,10000,10.4734
29116.1,9963.59,29526.4,10000,10.4736
29116.7,9963.66,29526.2,10000,10.4738
29117.2,9963.72,29526,10000,10.474
29117.8,9963.79,29525.8,10000,10.4742
29118.3,9963.86,29525.6,10000,10.4744
29118.9,9963.92,29525.4,10000,10.4746
29119.4,9963.99,29525.2,10000,10.4748
29120,9964.06,29525,10000,10.475
29120.5,9964.12,29524.8,10000,10.4752
29121.1,9964.19,29524.6,10000,10.4754
29121.6,9964.26,29524.4,10000,10.4756
29122.2,9964.32,29524.2,10000,10.4758
29122.7,9964.39,29524,10000,10.476
29123.3,9964.46,29523.8,10000,10.4762
29123.8,9964.52,29523.6,10000,10.4764
29124.4,9964.59,29523.4,10000,10.4766
29124.9,9964.66,29523.2,10000,10.4768
29125.5,9964.72,29523,10000,10.477
29126,9964.79,29522.8,10000,10.4772
29126.6,9964.86,29522.6,10000,10.4774
29127.1,9964.92,29522.4,10000,10.4776
29127.7,9964.99,29522.2,10000,10.4778
29128.3,9965.06,29522,10000,10.478
29128.8,9965.13,29521.8,10000,10.4782
29129.4,9965.19,29521.6,10000,10.4784
29129.9,9965.26,29521.4,10000,10.4786
29130.5,9965.33,29521.2,10000,10.4788
29131,9965.39,29521,10000,10.479
29131.6,9965.46,29520.8,10000,10.4792
29132.1,9965.53,29520.6,10000,10.4794
29132.7,9965.59,29520.4,10000,10.4796
29133.2,9965.66,29520.2,10000,10.4798
29133.8,9965.73,29520,10000,10.48
29134.3,9965.79,29519.8,10000,10.4802
29134.9,9965.86,29519.6,10000,10.4804
29135.4,9965.93,29519.4,10000,10.4806
29136,9965.99,29519.2,10000,10.4808
29136.5,9966.06,29519,10000,10.481
29137.1,9966.13,29518.8,10000,10.4812
29137.6,9966.19,29518.6,10000,10.4814
29138.2,9966.26,29518.4,10000,10.4816
29138.7,9966.33,29518.2,10000,10.4818
29139.3,9966.39,29518,10000,10.482
29139.8,9966.46,29517.8,10000,10.4822
29140.4,9966.53,29517.6,10000,10.4824
29140.9,9966.59,29517.4,10000,10.4826
29141.5,9966.66,29517.2,10000,10.4828
29142,9966.73,29517,10000,10.483
29142.6,9966.79,29516.8,10000,10.4832
29143.1,9966.86,29516.6,10000,10.4834
29143.7,9966.93,29516.4,10000,10.4836
29144.3,9967,29516.2,10000,10.4838
29144.8,9967.06,29516,10000,10.484
29145.4,9967.13,29515.8,10000,10.4842
29145.9,9967.2,29515.6,10000,10.4844
29146.5,9967.26,29515.4,10000,10.4846
29147,9967.33,29515.2,10000,10.4848
29147.6,9967.4,29515,10000,10.485
29148.1,9967.46,29514.8,10000,10.4852
29148.7,9967.53,29514.6,10000,10.4854
29149.2,9967.6,29514.4,10000,10.4856
29149.8,9967.66,29514.2,10000,10.4858
29150.3,9967.73,29514,10000,10.486
29150.9,9967.8,29513.8,10000,10.4862
29151.4,9967.86,29513.6,10000,10.4864
29152,9967.93,29513.4,10000,10.4866
29152.5,9968,29513.2,10000,10.4868
29153.1,9968.06,29513,10000,10.487
29153.6,9968.13,29512.8,10000,10.4872
29154.2,9968.2,29512.6,10000,10.4874
29154.7,9968.26,29512.4,10000,10.4876
29155.3,9968.33,29512.2,10000,10.4878
29155.8,9968.4,29512,10000,10.488
29156.4,9968.46,29511.8,10000,10.4882
29156.9,9968.53,29511.6,10000,10.4884
29157.5,9968.6,29511.4,10000,10.4886
29158,9968.66,29511.2,10000,10.4888
29158.6,9968.73,29511,10000,10.489
29159.1,9968.8,29510.8,10000,10.4892
29159.7,9968.86,29510.6,10000,10.4894
29160.3,9968.93,29510.4,10000,10.4896
29160.8,9969,29510.2,10000,10.4898
29161.4,9969.07,29510,10000,10.49
29161.9,9969.13,29509.8,10000,10.4902
29162.5,9969.2,29509.6,10000,10.4904
29163,9969.27,29509.4,10000,10.4906
29163.6,9969.33,29509.2,10000,10.4908
29164.1,9969.4,29509,10000,10.491
29164.7,9969.47,29508.8,10000,10.4912
29165.2,9969.53,29508.6,10000,10.4914
29165.8,9969.6,29508.4,10000,10.4916
29166.3,9969.67,29508.2,10000,10.4918
29166.9,9969.73,29508,10000,10.492
29167.4,9969.8,29507.8,10000,10.4922
29168,9969.87,29507.6,10000,10.4924
29168.5,9969.93,29507.4,10000,10.4926
29169.1,9970,29507.2,10000,10.4928
29169.6,9970.07,29507,10000,10.493
29170.2,9970.13,29506.8,10000,10.4932
29170.7,9970.2,29506.6,10000,10.4934
29171.3,9970.27,29506.4,10000,10.4936
29171.8,9970.33,29506.2,10000,10.4938
29172.4,9970.4,29506,10000,10.494
29172.9,9970.47,29505.8,10000,10.4942
29173.5,9970.53,29505.6,10000,10.4944
29174,9970.6,29505.4,10000,10.4946
29174.6,9970.67,29505.2,10000,10.4948
29175.1,9970.73,29505,10000,10.495
29175.7,9970.8,29504.8,10000,10.4952
29176.2,9970.87,29504.6,10000,10.4954
29176.8,9970.93,29504.4,10000,10.4956
29177.4,9971,29504.2,10000,10.4958
29177.9,9971.07,29504,10000,10.496
29178.5,9971.13,29503.8,10000,10.4962
29179,9971.2,29503.6,10000,10.4964
29179.6,9971.27,29503.4,10000,10.4966
29180.1,9971.34,29503.2,10000,10.4968
29180.7,9971.4,29503,10000,10.497
29181.2,9971.47,29502.8,10000,10.4972
29181.8,9971.54,29502.6,10000,10.4974
29182.3,9971.6,29502.4,10000,10.4976
29182.9,9971.67,29502.2,10000,10.4978
29183.4,9971.74,29502,10000,10.498
29184,9971.8,29501.8,10000,10.4982
29184.5,9971.87,29501.6,10000,10.4984
29185.1,9971.94,29501.4,10000,10.4986
29185.6,9972,29501.2,10000,10.4988
29186.2,9972.07,29501,10000,10.499
29186.7,9972.14,29500.8,10000,10.4992
29187.3,9972.2,29500.6,10000,10.4994
29187.8,9972.27,29500.4,10000,10.4996
29188.4,9972.34,29500.2,10000,10.4998
29188.9,9972.4,29500,10000,10.5
29189.5,9972.47,29499.8,10000,10.5002
29190,9972.54,29499.6,10000,10.5004
29190.6,9972.6,29499.4,10000,10.5006
29191.1,9972.67,29499.2,10000,10.5008
29191.7,9972.74,29499,10000,10.501
29192.2,9972.8,29498.8,10000,10.5012
29192.8,9972.87,29498.6,10000,10.5014
29193.4,9972.94,29498.4,10000,10.5016
29193.9,9973,29498.2,10000,10.5018
29194.5,9973.07,29498,10000,10.502
29195,9973.14,29497.8,10000,10.5022
29195.6,9973.2,29497.6,10000,10.5024
29196.1,9973.27,29497.4,10000,10.5026
29196.7,9973.34,29497.2,10000,10.5028
29197.2,9973.4,29497,10000,10.503
29197.8,9973.47,29496.8,10000,10.5032
29198.3,9973.54,29496.6,10000,10.5034
29198.9,9973.6,29496.4,10000,10.5036
29199.4,9973.67,29496.2,10000,10.5038
29200,9973.74,29496,10000,10.504
29200.5,9973.8,29495.8,10000,10.5042
29201.1,9973.87,29495.6,10000,10.5044
29201.6,9973.94,29495.4,10000,10.5046
29202.2,9974.01,29495.2,10000,10.5048
29202.7,9974.07,29495,10000,10.505
29203.3,9974.14,29494.8,10000,10.5052
29203.8,9974.21,29494.6,10000,10.5054
29204.4,9974.27,29494.4,10000,10.5056
29204.9,9974.34,29494.2,10000,10.5058
29205.5,9974.41,29494,10000,10.506
29206,9974.47,29493.8,10000,10.5062
29206.6,9974.54,29493.6,10000,10.5064
29207.1,9974.61,29493.4,10000,10.5066
29207.7,9974.67,29493.2,10000,10.5068
29208.2,9974.74,29493,10000,10.507
29208.8,9974.81,29492.8,10000,10.5072
29209.4,9974.87,29492.6,10000,10.5074
29209.9,9974.94,29492.4,10000,10.5076
29210.5,9975.01,29492.2,10000,10.5078
29211,9975.07,29492,10000,10.508
29211.6,9975.14,29491.8,10000,10.5082
29212.1,9975.21,29491.6,10000,10.5084
29212.7,9975.27,29491.4,10000,10.5086
29213.2,9975.34,29491.2,10000,10.5088
29213.8,9975.41,29491,10000,10.509
29214.3,9975.47,29490.8,10000,10.5092
29214.9,9975.54,29490.6,10000,10.5094
29215.4,9975.61,29490.4,10000,10.5096
29216,9975.67,29490.2,10000,10.5098
29216.5,9975.74,29490,10000,10.51
29217.1,9975.81,29489.8,10000,10.5102
29217.6,9975.87,29489.6,10000,10.5104
29218.2,9975.94,29489.4,10000,10.5106
29218.7,9976.01,29489.2,10000,10.5108
29219.3,9976.07,29489,10000,10.511
29219.8,9976.14,29488.8,10000,10.5112
29220.4,9976.21,29488.6,10000,10.5114
29220.9,9976.27,29488.4,10000,10.5116
29221.5,9976.34,29488.2,10000,10.5118
29222,9976.41,29488,10000,10.512
29222.6,9976.47,29487.8,10000,10.5122
29223.1,9976.54,29487.6,10000,10.5124
29223.7,9976.61,29487.4,10000,10.5126
29224.2,9976.68,29487.2,10000,10.5128
29224.8,9976.74,29487,10000,10.513
29225.3,9976.81,29486.8,10000,10.5132
29225.9,9976.88,29486.6,10000,10.5134
29226.5,9976.94,29486.4,10000,10.5136
29227,9977.01,29486.2,10000,10.5138
29227.6,9977.08,29486,10000,10.514
29228.1,9977.14,29485.8,10000,10.5142
29228.7,9977.21,29485.6,10000,10.5144
29229.2,9977.28,29485.4,10000,10.5146
29229.8,9977.34,29485.2,10000,10.5148
29230.3,9977.41,29485,10000,10.515
29230.9,9977.48,29484.8,10000,10.5152
29231.4,9977.54,29484.6,10000,10.5154
29232,9977.61,29484.4,10000,10.5156
29232.5,9977.68,29484.2,10000,10.5158
29233.1,9977.74,29484,10000,10.516
29233.6,9977.81,29483.8,10000,10.5162
29234.2,9977.88,29483.6,10000,10.5164
29234.7,9977.94,29483.4,10000,10.5166
29235.3,9978.01,29483.2,10000,10.5168
29235.8,9978.08,29483,10000,10.517
29236.4,9978.14,29482.8,10000,10.5172
29236.9,9978.21,29482.6,10000,10.5174
29237.5,9978.28,29482.4,10000,10.5176
29238,9978.34,29482.2,10000,10.5178
29238.6,9978.41,29482,10000,10.518
29239.1,9978.48,29481.8,10000,10.5182
29239.7,9978.54,29481.6,10000,10.5184
29240.2,9978.61,29481.4,10000,10.5186
29240.8,9978.68,29481.2,10000,10.5188
29241.3,9978.74,29481,10000,10.519
29241.9,9978.81,29480.8,10000,10.5192
29242.5,9978.88,29480.6,10000,10.5194
29243,9978.94,29480.4,10000,10.5196
29243.6,9979.01,29480.2,10000,10.5198
29244.1,9979.08,29480,10000,10.52
29244.7,9979.14,29479.8,10000,10.5202
29245.2,9979.21,29479.6,10000,10.5204
29245.8,9979.28,29479.4,10000,10.5206
29246.3,9979.34,29479.2,10000,10.5208
29246.9,9979.41,29479,10000,10.521
29247.4,9979.48,29478.8,10000,10.5212
29248,9979.54,29478.6,10000,10.5214
29248.5,9979.61,29478.4,10000,10.5216
29249.1,9979.68,29478.2,10000,10.5218
29249.6,9979.74,29478,10000,10.522
29250.2,9979.81,29477.8,10000,10.5222
29250.7,9979.88,29477.6,10000,10.5224
29251.3,9979.95,29477.4,10000,10.5226
29251.8,9980.01,29477.2,10000,10.5228
